title,start_year,runtime_minutes,genres,id,release_date,production_budget,domestic_gross,worldwide_gross
The Square,2016,75.0,Family,10,"Apr 9, 2010","$1,900,000",406216.0,740932.0
The Square,2016,75.0,Family,100,"Oct 25, 2013","$1,500,000",124244.0,176262.0
The Star,2017,86.0,Adventure,39,"Nov 17, 2017","$20,000,000",40847995.0,62758010.0
The Star,2017,86.0,Animation,39,"Nov 17, 2017","$20,000,000",40847995.0,62758010.0
The Star,2017,86.0,Comedy,39,"Nov 17, 2017","$20,000,000",40847995.0,62758010.0
The Strangers,2010,80.0,Documentary,73,"May 30, 2008","$9,000,000",52597610.0,83051676.0
The Strangers,2018,81.0,Documentary,73,"May 30, 2008","$9,000,000",52597610.0,83051676.0
The Strangers,2018,81.0,Family,73,"May 30, 2008","$9,000,000",52597610.0,83051676.0
The Strangers: Prey at Night,2018,85.0,Horror,79,"Mar 9, 2018","$5,000,000",24431472.0,29960051.0
The Sweeney,2012,112.0,Action,53,"Mar 1, 2013","$4,500,000",26345.0,8000366.0
The Sweeney,2012,112.0,Crime,53,"Mar 1, 2013","$4,500,000",26345.0,8000366.0
The Sweeney,2012,112.0,Drama,53,"Mar 1, 2013","$4,500,000",26345.0,8000366.0
The Switch,2010,101.0,Comedy,39,"Aug 20, 2010","$19,000,000",27758465.0,49858465.0
The Switch,2010,101.0,Drama,39,"Aug 20, 2010","$19,000,000",27758465.0,49858465.0
The Switch,2010,101.0,Romance,39,"Aug 20, 2010","$19,000,000",27758465.0,49858465.0
The Tempest,2010,110.0,Comedy,1,"Dec 10, 2010","$20,000,000",277943.0,277943.0
The Tempest,2010,110.0,Drama,1,"Dec 10, 2010","$20,000,000",277943.0,277943.0
The Tempest,2010,110.0,Fantasy,1,"Dec 10, 2010","$20,000,000",277943.0,277943.0
The Tempest,2010,131.0,Drama,1,"Dec 10, 2010","$20,000,000",277943.0,277943.0
The Tempest,2014,169.0,Comedy,1,"Dec 10, 2010","$20,000,000",277943.0,277943.0
The Tempest,2014,169.0,Drama,1,"Dec 10, 2010","$20,000,000",277943.0,277943.0
The Theory of Everything,2014,123.0,Biography,35,"Nov 7, 2014","$15,000,000",35893537.0,123327692.0
The Theory of Everything,2014,123.0,Drama,35,"Nov 7, 2014","$15,000,000",35893537.0,123327692.0
The Theory of Everything,2014,123.0,Romance,35,"Nov 7, 2014","$15,000,000",35893537.0,123327692.0
The Thing,2011,103.0,Horror,77,"Oct 14, 2011","$38,000,000",16999934.0,27573078.0
The Thing,2011,103.0,Mystery,77,"Oct 14, 2011","$38,000,000",16999934.0,27573078.0
The Thing,2011,103.0,Sci-Fi,77,"Oct 14, 2011","$38,000,000",16999934.0,27573078.0
The Thing,2017,5.0,Documentary,77,"Oct 14, 2011","$38,000,000",16999934.0,27573078.0
The Three Musketeers,2011,110.0,Action,77,"Oct 21, 2011","$90,000,000",20377913.0,139877913.0
The Three Musketeers,2011,110.0,Adventure,77,"Oct 21, 2011","$90,000,000",20377913.0,139877913.0
The Three Musketeers,2011,110.0,Romance,77,"Oct 21, 2011","$90,000,000",20377913.0,139877913.0
The Three Musketeers,2013,112.0,Adventure,77,"Oct 21, 2011","$90,000,000",20377913.0,139877913.0
The Three Stooges,2012,92.0,Comedy,4,"Apr 13, 2012","$30,000,000",44338224.0,54052249.0
The Three Stooges,2012,92.0,Family,4,"Apr 13, 2012","$30,000,000",44338224.0,54052249.0
The Timber,2015,81.0,Action,85,"Oct 6, 2015","$2,100,000",0.0,0.0
The Timber,2015,81.0,Adventure,85,"Oct 6, 2015","$2,100,000",0.0,0.0
The Timber,2015,81.0,Drama,85,"Oct 6, 2015","$2,100,000",0.0,0.0
The To Do List,2013,104.0,Comedy,77,"Jul 26, 2013","$1,500,000",3491669.0,4128828.0
The To Do List,2013,104.0,Romance,77,"Jul 26, 2013","$1,500,000",3491669.0,4128828.0
The Tourist,2010,103.0,Action,85,"Dec 10, 2010","$100,000,000",67631157.0,278731369.0
The Tourist,2010,103.0,Adventure,85,"Dec 10, 2010","$100,000,000",67631157.0,278731369.0
The Tourist,2010,103.0,Thriller,85,"Dec 10, 2010","$100,000,000",67631157.0,278731369.0
The Town,2010,125.0,Crime,92,"Sep 17, 2010","$37,000,000",92186262.0,152566881.0
The Town,2010,125.0,Drama,92,"Sep 17, 2010","$37,000,000",92186262.0,152566881.0
The Town,2010,125.0,Thriller,92,"Sep 17, 2010","$37,000,000",92186262.0,152566881.0
The Town,2012,101.0,Horror,92,"Sep 17, 2010","$37,000,000",92186262.0,152566881.0
The Transporter Refueled,2015,96.0,Action,34,"Sep 4, 2015","$22,000,000",16029670.0,69698495.0
The Transporter Refueled,2015,96.0,Adventure,34,"Sep 4, 2015","$22,000,000",16029670.0,69698495.0
The Transporter Refueled,2015,96.0,Crime,34,"Sep 4, 2015","$22,000,000",16029670.0,69698495.0
The Tree of Life,2011,139.0,Drama,24,"May 27, 2011","$35,000,000",13305665.0,61721826.0
The Tree of Life,2011,139.0,Fantasy,24,"May 27, 2011","$35,000,000",13305665.0,61721826.0
The Tree of Life,2018,60.0,Documentary,24,"May 27, 2011","$35,000,000",13305665.0,61721826.0
The Twilight Saga: Eclipse,2010,124.0,Adventure,53,"Jun 30, 2010","$68,000,000",300531751.0,706102828.0
The Twilight Saga: Eclipse,2010,124.0,Drama,53,"Jun 30, 2010","$68,000,000",300531751.0,706102828.0
The Twilight Saga: Eclipse,2010,124.0,Fantasy,53,"Jun 30, 2010","$68,000,000",300531751.0,706102828.0
The Upside,2017,126.0,Comedy,85,"Jan 11, 2019","$37,500,000",108235497.0,119024536.0
The Upside,2017,126.0,Drama,85,"Jan 11, 2019","$37,500,000",108235497.0,119024536.0
The Vatican Exorcisms,2013,76.0,Horror,8,"Dec 31, 2013","$1,100,000",0.0,0.0
The Vatican Tapes,2015,91.0,Horror,3,"Jul 24, 2015","$13,000,000",1784763.0,14929184.0
The Vatican Tapes,2015,91.0,Thriller,3,"Jul 24, 2015","$13,000,000",1784763.0,14929184.0
The Veil,2017,93.0,Action,64,"Dec 31, 2015","$4,000,000",0.0,0.0
The Veil,2017,93.0,Adventure,64,"Dec 31, 2015","$4,000,000",0.0,0.0
The Veil,2017,93.0,Sci-Fi,64,"Dec 31, 2015","$4,000,000",0.0,0.0
The Veil,2016,93.0,Horror,64,"Dec 31, 2015","$4,000,000",0.0,0.0
The Virginity Hit,2010,86.0,Comedy,44,"Sep 24, 2010","$2,000,000",636706.0,636706.0
The Visit,2010,90.0,Comedy,56,"Sep 11, 2015","$5,000,000",65206105.0,98677816.0
The Visit,2010,90.0,Drama,56,"Sep 11, 2015","$5,000,000",65206105.0,98677816.0
The Visit,2010,90.0,Romance,56,"Sep 11, 2015","$5,000,000",65206105.0,98677816.0
The Visit,2010,50.0,Thriller,56,"Sep 11, 2015","$5,000,000",65206105.0,98677816.0
The Visit,2012,52.0,Documentary,56,"Sep 11, 2015","$5,000,000",65206105.0,98677816.0
The Visit,2012,52.0,Drama,56,"Sep 11, 2015","$5,000,000",65206105.0,98677816.0
The Visit,2015,94.0,Horror,56,"Sep 11, 2015","$5,000,000",65206105.0,98677816.0
The Visit,2015,94.0,Mystery,56,"Sep 11, 2015","$5,000,000",65206105.0,98677816.0
The Visit,2015,94.0,Thriller,56,"Sep 11, 2015","$5,000,000",65206105.0,98677816.0
The Visitor,2011,70.0,Drama,2,"Apr 11, 2008","$4,000,000",9427026.0,19174817.0
The Visitor,2011,70.0,Romance,2,"Apr 11, 2008","$4,000,000",9427026.0,19174817.0
The Visitor,2014,74.0,Adventure,2,"Apr 11, 2008","$4,000,000",9427026.0,19174817.0
The Visitor,2014,74.0,Documentary,2,"Apr 11, 2008","$4,000,000",9427026.0,19174817.0
The Visitor,2014,74.0,Drama,2,"Apr 11, 2008","$4,000,000",9427026.0,19174817.0
The Visitor,2015,127.0,Drama,2,"Apr 11, 2008","$4,000,000",9427026.0,19174817.0
The Visitor,2015,127.0,Family,2,"Apr 11, 2008","$4,000,000",9427026.0,19174817.0
The Visitor,2015,127.0,Mystery,2,"Apr 11, 2008","$4,000,000",9427026.0,19174817.0
The Visitor,2016,119.0,Drama,2,"Apr 11, 2008","$4,000,000",9427026.0,19174817.0
The Visitor,2016,119.0,Horror,2,"Apr 11, 2008","$4,000,000",9427026.0,19174817.0
The Visitor,2016,119.0,Thriller,2,"Apr 11, 2008","$4,000,000",9427026.0,19174817.0
The Visitor,2018,78.0,Biography,2,"Apr 11, 2008","$4,000,000",9427026.0,19174817.0
The Visitor,2018,78.0,Documentary,2,"Apr 11, 2008","$4,000,000",9427026.0,19174817.0
The Vow,2012,104.0,Drama,42,"Feb 10, 2012","$30,000,000",125014030.0,197618160.0
The Vow,2012,104.0,Romance,42,"Feb 10, 2012","$30,000,000",125014030.0,197618160.0
The Walk,2015,89.0,Crime,33,"Sep 30, 2015","$35,000,000",10161183.0,61492104.0
The Walk,2015,89.0,Thriller,33,"Sep 30, 2015","$35,000,000",10161183.0,61492104.0
The Walk,2015,123.0,Adventure,33,"Sep 30, 2015","$35,000,000",10161183.0,61492104.0
The Walk,2015,123.0,Biography,33,"Sep 30, 2015","$35,000,000",10161183.0,61492104.0
The Walk,2015,123.0,Drama,33,"Sep 30, 2015","$35,000,000",10161183.0,61492104.0
The Walking Deceased,2015,88.0,Comedy,96,"Mar 20, 2015","$2,000,000",0.0,0.0
The Walking Deceased,2015,88.0,Horror,96,"Mar 20, 2015","$2,000,000",0.0,0.0
The Wall,2010,78.0,Documentary,29,"May 12, 2017","$3,000,000",1803064.0,4495262.0
The Wall,2012,108.0,Drama,29,"May 12, 2017","$3,000,000",1803064.0,4495262.0
The Wall,2012,108.0,Fantasy,29,"May 12, 2017","$3,000,000",1803064.0,4495262.0
The Wall,2012,108.0,Mystery,29,"May 12, 2017","$3,000,000",1803064.0,4495262.0
The Wall,2017,88.0,Action,29,"May 12, 2017","$3,000,000",1803064.0,4495262.0
The Wall,2017,88.0,Drama,29,"May 12, 2017","$3,000,000",1803064.0,4495262.0
The Wall,2017,88.0,Thriller,29,"May 12, 2017","$3,000,000",1803064.0,4495262.0
The Wall,2015,75.0,Documentary,29,"May 12, 2017","$3,000,000",1803064.0,4495262.0
The Wall,2015,83.0,Documentary,29,"May 12, 2017","$3,000,000",1803064.0,4495262.0
The Wall,2016,73.0,Drama,29,"May 12, 2017","$3,000,000",1803064.0,4495262.0
The Wall,2016,34.0,Documentary,29,"May 12, 2017","$3,000,000",1803064.0,4495262.0
The Wall,2017,5.0,Documentary,29,"May 12, 2017","$3,000,000",1803064.0,4495262.0
The Warrior's Way,2010,100.0,Action,65,"Dec 3, 2010","$42,000,000",5666340.0,8514325.0
The Warrior's Way,2010,100.0,Fantasy,65,"Dec 3, 2010","$42,000,000",5666340.0,8514325.0
The Warrior's Way,2010,100.0,Western,65,"Dec 3, 2010","$42,000,000",5666340.0,8514325.0
The Watch,2012,102.0,Action,27,"Jul 27, 2012","$55,000,000",34353000.0,67130045.0
The Watch,2012,102.0,Comedy,27,"Jul 27, 2012","$55,000,000",34353000.0,67130045.0
The Watch,2012,102.0,Horror,27,"Jul 27, 2012","$55,000,000",34353000.0,67130045.0
The Watcher,2010,75.0,Drama,77,"Sep 8, 2000","$33,000,000",28946615.0,47267829.0
The Watcher,2014,45.0,Drama,77,"Sep 8, 2000","$33,000,000",28946615.0,47267829.0
The Watcher,2016,89.0,Horror,77,"Sep 8, 2000","$33,000,000",28946615.0,47267829.0
The Watcher,2016,89.0,Thriller,77,"Sep 8, 2000","$33,000,000",28946615.0,47267829.0
The Watcher,2018,97.0,Horror,77,"Sep 8, 2000","$33,000,000",28946615.0,47267829.0
The Watcher,2018,97.0,Mystery,77,"Sep 8, 2000","$33,000,000",28946615.0,47267829.0
The Watcher,2018,97.0,Thriller,77,"Sep 8, 2000","$33,000,000",28946615.0,47267829.0
The Water Diviner,2014,111.0,Drama,4,"Apr 24, 2015","$22,500,000",4200117.0,31054727.0
The Water Diviner,2014,111.0,History,4,"Apr 24, 2015","$22,500,000",4200117.0,31054727.0
The Water Diviner,2014,111.0,War,4,"Apr 24, 2015","$22,500,000",4200117.0,31054727.0
The Way Way Back,2013,103.0,Comedy,83,"Jul 5, 2013","$5,000,000",21502690.0,26853810.0
The Way Way Back,2013,103.0,Drama,83,"Jul 5, 2013","$5,000,000",21502690.0,26853810.0
The Wedding Ringer,2015,101.0,Comedy,73,"Jan 16, 2015","$23,000,000",64460211.0,80171596.0
The Wicked Within,2015,84.0,Horror,88,"Dec 31, 2013","$1,200,000",0.0,0.0
The Wild,2019,65.0,Documentary,92,"Apr 14, 2006","$80,000,000",37384046.0,99010667.0
The Witch,2015,92.0,Horror,94,"Feb 19, 2016","$3,500,000",25138705.0,40454520.0
The Witch,2015,92.0,Mystery,94,"Feb 19, 2016","$3,500,000",25138705.0,40454520.0
The Wolf of Wall Street,2013,180.0,Biography,76,"Dec 25, 2013","$100,000,000",116900694.0,389870414.0
The Wolf of Wall Street,2013,180.0,Crime,76,"Dec 25, 2013","$100,000,000",116900694.0,389870414.0
The Wolf of Wall Street,2013,180.0,Drama,76,"Dec 25, 2013","$100,000,000",116900694.0,389870414.0
The Wolfman,2010,103.0,Drama,91,"Feb 12, 2010","$150,000,000",62189884.0,142634358.0
The Wolfman,2010,103.0,Fantasy,91,"Feb 12, 2010","$150,000,000",62189884.0,142634358.0
The Wolfman,2010,103.0,Horror,91,"Feb 12, 2010","$150,000,000",62189884.0,142634358.0
The Wolverine,2013,126.0,Action,8,"Jul 26, 2013","$115,000,000",132556852.0,416456852.0
The Wolverine,2013,126.0,Adventure,8,"Jul 26, 2013","$115,000,000",132556852.0,416456852.0
The Wolverine,2013,126.0,Sci-Fi,8,"Jul 26, 2013","$115,000,000",132556852.0,416456852.0
The Woman in Black,2012,95.0,Drama,18,"Feb 3, 2012","$15,000,000",54333290.0,128955898.0
The Woman in Black,2012,95.0,Fantasy,18,"Feb 3, 2012","$15,000,000",54333290.0,128955898.0
The Woman in Black,2012,95.0,Horror,18,"Feb 3, 2012","$15,000,000",54333290.0,128955898.0
The Word,2013,104.0,Drama,33,"Mar 14, 2014","$200,000",3648.0,3648.0
The Word,2014,97.0,Drama,33,"Mar 14, 2014","$200,000",3648.0,3648.0
The Word,2014,97.0,Thriller,33,"Mar 14, 2014","$200,000",3648.0,3648.0
The Words,2012,102.0,Drama,46,"Sep 7, 2012","$6,000,000",11494838.0,16369708.0
The Words,2012,102.0,Mystery,46,"Sep 7, 2012","$6,000,000",11494838.0,16369708.0
The Words,2012,102.0,Romance,46,"Sep 7, 2012","$6,000,000",11494838.0,16369708.0
The World's End,2013,109.0,Action,76,"Aug 23, 2013","$20,000,000",26004851.0,47508505.0
The World's End,2013,109.0,Comedy,76,"Aug 23, 2013","$20,000,000",26004851.0,47508505.0
The World's End,2013,109.0,Sci-Fi,76,"Aug 23, 2013","$20,000,000",26004851.0,47508505.0
The Young Messiah,2016,111.0,Drama,17,"Mar 11, 2016","$16,800,000",6469813.0,7313697.0
The Young Messiah,2016,111.0,Fantasy,17,"Mar 11, 2016","$16,800,000",6469813.0,7313697.0
The Young and Prodigious T.S. Spivet,2013,105.0,Action,82,"Jul 31, 2015","$33,000,000",176847.0,357687.0
The Young and Prodigious T.S. Spivet,2013,105.0,Adventure,82,"Jul 31, 2015","$33,000,000",176847.0,357687.0
The Young and Prodigious T.S. Spivet,2013,105.0,Comedy,82,"Jul 31, 2015","$33,000,000",176847.0,357687.0
There Be Dragons,2011,122.0,Biography,21,"May 6, 2011","$36,000,000",1069334.0,4020990.0
There Be Dragons,2011,122.0,Drama,21,"May 6, 2011","$36,000,000",1069334.0,4020990.0
There Be Dragons,2011,122.0,War,21,"May 6, 2011","$36,000,000",1069334.0,4020990.0
Theresa Is a Mother,2012,105.0,Comedy,40,"Sep 29, 2015","$200,000",0.0,0.0
Theresa Is a Mother,2012,105.0,Drama,40,"Sep 29, 2015","$200,000",0.0,0.0
Theresa Is a Mother,2012,105.0,Music,40,"Sep 29, 2015","$200,000",0.0,0.0
They Came Together,2014,83.0,Comedy,58,"Jun 27, 2014","$3,000,000",0.0,82780.0
They Came Together,2014,83.0,Romance,58,"Jun 27, 2014","$3,000,000",0.0,82780.0
They Will Have to Kill Us First,2015,100.0,Documentary,16,"Mar 4, 2016","$600,000",0.0,7943.0
Think Like a Man,2012,122.0,Comedy,45,"Apr 20, 2012","$12,000,000",91547205.0,113373764.0
Think Like a Man,2012,122.0,Romance,45,"Apr 20, 2012","$12,000,000",91547205.0,113373764.0
Think Like a Man Too,2014,106.0,Comedy,36,"Jun 20, 2014","$24,000,000",65028687.0,70027933.0
Think Like a Man Too,2014,106.0,Romance,36,"Jun 20, 2014","$24,000,000",65028687.0,70027933.0
Thirteen,2014,100.0,Drama,15,"Aug 20, 2003","$2,000,000",4601043.0,9505996.0
This Is Martin Bonner,2013,83.0,Drama,29,"Jun 21, 2013","$42,000",0.0,0.0
This Means War,2012,103.0,Action,98,"Feb 17, 2012","$65,000,000",54760791.0,156974557.0
This Means War,2012,103.0,Comedy,98,"Feb 17, 2012","$65,000,000",54760791.0,156974557.0
This Means War,2012,103.0,Romance,98,"Feb 17, 2012","$65,000,000",54760791.0,156974557.0
Thor,2011,115.0,Action,70,"May 6, 2011","$150,000,000",181030624.0,449326618.0
Thor,2011,115.0,Adventure,70,"May 6, 2011","$150,000,000",181030624.0,449326618.0
Thor,2011,115.0,Fantasy,70,"May 6, 2011","$150,000,000",181030624.0,449326618.0
Thor: Ragnarok,2017,130.0,Action,82,"Nov 3, 2017","$180,000,000",315058289.0,846980024.0
Thor: Ragnarok,2017,130.0,Adventure,82,"Nov 3, 2017","$180,000,000",315058289.0,846980024.0
Thor: Ragnarok,2017,130.0,Comedy,82,"Nov 3, 2017","$180,000,000",315058289.0,846980024.0
Thor: The Dark World,2013,112.0,Action,66,"Nov 8, 2013","$150,000,000",206362140.0,644602516.0
Thor: The Dark World,2013,112.0,Adventure,66,"Nov 8, 2013","$150,000,000",206362140.0,644602516.0
Thor: The Dark World,2013,112.0,Fantasy,66,"Nov 8, 2013","$150,000,000",206362140.0,644602516.0
Thoroughbreds,2017,92.0,Comedy,47,"Mar 9, 2018","$5,000,000",3072605.0,3187302.0
Thoroughbreds,2017,92.0,Crime,47,"Mar 9, 2018","$5,000,000",3072605.0,3187302.0
Thoroughbreds,2017,92.0,Drama,47,"Mar 9, 2018","$5,000,000",3072605.0,3187302.0
"Three Billboards Outside Ebbing, Missouri",2017,115.0,Crime,59,"Nov 10, 2017","$12,000,000",54513740.0,160191915.0
"Three Billboards Outside Ebbing, Missouri",2017,115.0,Drama,59,"Nov 10, 2017","$12,000,000",54513740.0,160191915.0
Three Kings,2010,65.0,Biography,22,"Oct 1, 1999","$48,000,000",60652036.0,107752036.0
Three Kings,2010,65.0,Documentary,22,"Oct 1, 1999","$48,000,000",60652036.0,107752036.0
Three Kings,2010,65.0,Sport,22,"Oct 1, 1999","$48,000,000",60652036.0,107752036.0
Three Kings,2011,123.0,Comedy,22,"Oct 1, 1999","$48,000,000",60652036.0,107752036.0
Thunder and the House of Magic,2013,85.0,Adventure,68,"Sep 5, 2014","$34,000,000",4091.0,62582520.0
Thunder and the House of Magic,2013,85.0,Animation,68,"Sep 5, 2014","$34,000,000",4091.0,62582520.0
Thunder and the House of Magic,2013,85.0,Comedy,68,"Sep 5, 2014","$34,000,000",4091.0,62582520.0
Tiger Orange,2014,75.0,Drama,99,"Jul 7, 2015","$100,000",0.0,0.0
Tim and Eric's Billion Dollar Movie,2012,93.0,Comedy,44,"Mar 2, 2012","$3,000,000",201436.0,223652.0
Time to Choose,2015,100.0,Documentary,22,"Jun 3, 2016","$3,500,000",29233.0,29233.0
Timeline,2014,135.0,Romance,1,"Nov 26, 2003","$80,000,000",19480739.0,26703184.0
Timeline,2013,82.0,Romance,1,"Nov 26, 2003","$80,000,000",19480739.0,26703184.0
Tinker Tailor Soldier Spy,2011,122.0,Drama,72,"Dec 9, 2011","$21,000,000",24149393.0,81452811.0
Tinker Tailor Soldier Spy,2011,122.0,Mystery,72,"Dec 9, 2011","$21,000,000",24149393.0,81452811.0
Tinker Tailor Soldier Spy,2011,122.0,Thriller,72,"Dec 9, 2011","$21,000,000",24149393.0,81452811.0
Tiny Furniture,2010,98.0,Comedy,18,"Nov 12, 2010","$50,000",391674.0,424149.0
Tiny Furniture,2010,98.0,Drama,18,"Nov 12, 2010","$50,000",391674.0,424149.0
Tiny Furniture,2010,98.0,Romance,18,"Nov 12, 2010","$50,000",391674.0,424149.0
Titanic,2018,115.0,Family,43,"Dec 19, 1997","$200,000,000",659363944.0,2208208395.0
To Rome with Love,2012,112.0,Comedy,58,"Jun 22, 2012","$21,500,000",16684352.0,74326015.0
To Rome with Love,2012,112.0,Music,58,"Jun 22, 2012","$21,500,000",16684352.0,74326015.0
To Rome with Love,2012,112.0,Romance,58,"Jun 22, 2012","$21,500,000",16684352.0,74326015.0
Tomb Raider,2018,119.0,Action,70,"Mar 16, 2018","$90,000,000",58250803.0,273477501.0
Tomb Raider,2018,119.0,Adventure,70,"Mar 16, 2018","$90,000,000",58250803.0,273477501.0
Tomb Raider,2018,119.0,Fantasy,70,"Mar 16, 2018","$90,000,000",58250803.0,273477501.0
Tomorrowland,2015,130.0,Action,23,"May 22, 2015","$170,000,000",93436322.0,206627518.0
Tomorrowland,2015,130.0,Adventure,23,"May 22, 2015","$170,000,000",93436322.0,206627518.0
Tomorrowland,2015,130.0,Family,23,"May 22, 2015","$170,000,000",93436322.0,206627518.0
Tomorrowland,2017,70.0,Documentary,23,"May 22, 2015","$170,000,000",93436322.0,206627518.0
Tooth Fairy,2010,101.0,Comedy,23,"Jan 22, 2010","$48,000,000",60022256.0,112610386.0
Tooth Fairy,2010,101.0,Family,23,"Jan 22, 2010","$48,000,000",60022256.0,112610386.0
Tooth Fairy,2010,101.0,Fantasy,23,"Jan 22, 2010","$48,000,000",60022256.0,112610386.0
Tooth Fairy,2019,86.0,Horror,23,"Jan 22, 2010","$48,000,000",60022256.0,112610386.0
Top Five,2014,102.0,Comedy,80,"Dec 12, 2014","$12,000,000",25317379.0,26001741.0
Top Five,2014,102.0,Romance,80,"Dec 12, 2014","$12,000,000",25317379.0,26001741.0
Top Spin,2014,80.0,Documentary,61,"Aug 21, 2015","$150,000",5858.0,5858.0
Total Recall,2012,118.0,Action,79,"Aug 3, 2012","$125,000,000",58877969.0,211856088.0
Total Recall,2012,118.0,Adventure,79,"Aug 3, 2012","$125,000,000",58877969.0,211856088.0
Total Recall,2012,118.0,Mystery,79,"Aug 3, 2012","$125,000,000",58877969.0,211856088.0
Total Recall,2012,118.0,Action,80,"Jun 1, 1990","$65,000,000",119394839.0,261400000.0
Total Recall,2012,118.0,Adventure,80,"Jun 1, 1990","$65,000,000",119394839.0,261400000.0
Total Recall,2012,118.0,Mystery,80,"Jun 1, 1990","$65,000,000",119394839.0,261400000.0
Tower Heist,2011,104.0,Action,5,"Nov 4, 2011","$85,000,000",78046570.0,150422946.0
Tower Heist,2011,104.0,Comedy,5,"Nov 4, 2011","$85,000,000",78046570.0,150422946.0
Tower Heist,2011,104.0,Crime,5,"Nov 4, 2011","$85,000,000",78046570.0,150422946.0
Toy Story 3,2010,103.0,Adventure,47,"Jun 18, 2010","$200,000,000",415004880.0,1068879522.0
Toy Story 3,2010,103.0,Animation,47,"Jun 18, 2010","$200,000,000",415004880.0,1068879522.0
Toy Story 3,2010,103.0,Comedy,47,"Jun 18, 2010","$200,000,000",415004880.0,1068879522.0
Tracker,2010,102.0,Action,4,"Dec 31, 2011","$6,500,000",0.0,3149.0
Tracker,2010,102.0,Adventure,4,"Dec 31, 2011","$6,500,000",0.0,3149.0
Tracker,2010,102.0,Drama,4,"Dec 31, 2011","$6,500,000",0.0,3149.0
Trade,2019,113.0,Drama,40,"Sep 28, 2007","$12,000,000",214202.0,1513388.0
Trade of Innocents,2012,88.0,Drama,3,"Oct 5, 2012","$5,800,000",15091.0,15091.0
Trade of Innocents,2012,88.0,Thriller,3,"Oct 5, 2012","$5,800,000",15091.0,15091.0
Traffic,2011,122.0,Action,16,"Dec 27, 2000","$48,000,000",124107476.0,208300000.0
Traffic,2011,122.0,Adventure,16,"Dec 27, 2000","$48,000,000",124107476.0,208300000.0
Traffic,2011,122.0,Mystery,16,"Dec 27, 2000","$48,000,000",124107476.0,208300000.0
Traffic,2016,104.0,Adventure,16,"Dec 27, 2000","$48,000,000",124107476.0,208300000.0
Traffic,2016,104.0,Drama,16,"Dec 27, 2000","$48,000,000",124107476.0,208300000.0
Traffic,2016,104.0,Thriller,16,"Dec 27, 2000","$48,000,000",124107476.0,208300000.0
Traffic,2014,110.0,Documentary,16,"Dec 27, 2000","$48,000,000",124107476.0,208300000.0
Trainwreck,2015,125.0,Comedy,36,"Jul 17, 2015","$35,000,000",110212700.0,141123897.0
Trainwreck,2015,125.0,Drama,36,"Jul 17, 2015","$35,000,000",110212700.0,141123897.0
Trainwreck,2015,125.0,Romance,36,"Jul 17, 2015","$35,000,000",110212700.0,141123897.0
Traitor,2015,110.0,Action,25,"Aug 27, 2008","$22,000,000",23530831.0,27882226.0
Traitor,2015,110.0,Drama,25,"Aug 27, 2008","$22,000,000",23530831.0,27882226.0
Traitor,2015,110.0,Romance,25,"Aug 27, 2008","$22,000,000",23530831.0,27882226.0
Trance,2010,83.0,Horror,71,"Apr 5, 2013","$16,000,000",2322593.0,22594052.0
Trance,2010,83.0,Horror,31,"Dec 31, 2012","$950,000",0.0,0.0
Trance,2013,101.0,Crime,71,"Apr 5, 2013","$16,000,000",2322593.0,22594052.0
Trance,2013,101.0,Drama,71,"Apr 5, 2013","$16,000,000",2322593.0,22594052.0
Trance,2013,101.0,Mystery,71,"Apr 5, 2013","$16,000,000",2322593.0,22594052.0
Trance,2013,101.0,Crime,31,"Dec 31, 2012","$950,000",0.0,0.0
Trance,2013,101.0,Drama,31,"Dec 31, 2012","$950,000",0.0,0.0
Trance,2013,101.0,Mystery,31,"Dec 31, 2012","$950,000",0.0,0.0
Transcendence,2012,98.0,Drama,2,"Apr 18, 2014","$100,000,000",23022309.0,103039258.0
Transcendence,2014,119.0,Action,2,"Apr 18, 2014","$100,000,000",23022309.0,103039258.0
Transcendence,2014,119.0,Drama,2,"Apr 18, 2014","$100,000,000",23022309.0,103039258.0
Transcendence,2014,119.0,Sci-Fi,2,"Apr 18, 2014","$100,000,000",23022309.0,103039258.0
Transformers: Age of Extinction,2014,165.0,Action,37,"Jun 27, 2014","$210,000,000",245439076.0,1104039076.0
Transformers: Age of Extinction,2014,165.0,Adventure,37,"Jun 27, 2014","$210,000,000",245439076.0,1104039076.0
Transformers: Age of Extinction,2014,165.0,Sci-Fi,37,"Jun 27, 2014","$210,000,000",245439076.0,1104039076.0
Transformers: Dark of the Moon,2011,154.0,Action,64,"Jun 29, 2011","$195,000,000",352390543.0,1123790543.0
Transformers: Dark of the Moon,2011,154.0,Adventure,64,"Jun 29, 2011","$195,000,000",352390543.0,1123790543.0
Transformers: Dark of the Moon,2011,154.0,Sci-Fi,64,"Jun 29, 2011","$195,000,000",352390543.0,1123790543.0
Transformers: The Last Knight,2017,154.0,Action,33,"Jun 21, 2017","$217,000,000",130168683.0,602893340.0
Transformers: The Last Knight,2017,154.0,Adventure,33,"Jun 21, 2017","$217,000,000",130168683.0,602893340.0
Transformers: The Last Knight,2017,154.0,Sci-Fi,33,"Jun 21, 2017","$217,000,000",130168683.0,602893340.0
Trapped,2012,92.0,Adventure,87,"Sep 20, 2002","$30,000,000",6916869.0,6916869.0
Trapped,2012,92.0,Drama,87,"Sep 20, 2002","$30,000,000",6916869.0,6916869.0
